Date,Confirmed,Deaths,Recovered,Active,New Cases,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of Countries
2021-06-08,174053308,3750829,111983105,58319374,366813,2.15,64.34,3.35,193
2021-06-09,174473091,3761298,112435800,58275993,419783,2.16,64.44,3.35,193
2021-06-10,174922796,3777308,112849489,58295999,449705,2.16,64.51,3.35,193
2021-06-11,175343624,3789229,113225021,58329374,420828,2.16,64.57,3.35,193
2021-06-12,175716265,3799013,113563995,58353257,372641,2.16,64.63,3.35,193
2021-06-13,176019839,3808290,113993656,58217893,303574,2.16,64.76,3.34,193
2021-06-14,176327383,3816152,114340430,58170801,307544,2.16,64.85,3.34,193
2021-06-15,176698600,3826726,114800575,58071299,371217,2.17,64.97,3.33,193
2021-06-16,177097258,3837052,115149802,58110404,398658,2.17,65.02,3.33,193
2021-06-17,177489751,3846320,115530280,58113151,392493,2.17,65.09,3.33,193
2021-06-18,177896457,3855535,115849843,58191079,406706,2.17,65.12,3.33,193
2021-06-19,178245811,3863709,116181693,58200409,349354,2.17,65.18,3.33,194
2021-06-20,178548118,3870454,116446787,58230877,302307,2.17,65.22,3.32,194
2021-06-21,178841919,3877318,116804005,58160596,293801,2.17,65.31,3.32,194
2021-06-22,179213621,3886293,117107409,58219919,371702,2.17,65.35,3.32,194
2021-06-23,179651274,3895808,117507152,58248314,437653,2.17,65.41,3.32,194
2021-06-24,180056281,3904430,117796863,58354988,405007,2.17,65.42,3.31,194
2021-06-25,180478128,3913635,118125510,58438983,421847,2.17,65.45,3.31,194
2021-06-26,180844116,3921180,118420069,58502867,365988,2.17,65.48,3.31,194
2021-06-27,181155492,3927282,118678808,58549402,311376,2.17,65.51,3.31,194
2021-06-28,181483968,3933778,119006264,58543926,328476,2.17,65.57,3.31,194
2021-06-29,181863537,3941887,119299680,58621970,379569,2.17,65.6,3.3,194
2021-06-30,182260540,3951065,119580621,58728854,397026,2.17,65.61,3.3,194
2021-07-01,182701187,3959756,120008477,58732954,440647,2.17,65.69,3.3,194
2021-07-02,183142542,3968075,120299519,58874948,441355,2.17,65.69,3.3,194
2021-07-03,183519201,3974979,120569294,58974928,376659,2.17,65.7,3.3,194
2021-07-04,183847638,3981650,120868182,58997806,328437,2.17,65.74,3.29,194
2021-07-05,184217217,3988864,121235175,58993178,369579,2.17,65.81,3.29,194
2021-07-06,184670336,3997437,121563018,59109881,453119,2.16,65.83,3.29,194
2021-07-07,185134214,4005993,121831181,59297040,463878,2.16,65.81,3.29,194
2021-07-08,185614673,4014847,122123832,59475994,480459,2.16,65.79,3.29,194
2021-07-09,186122210,4023290,122462950,59635970,507537,2.16,65.8,3.29,194
2021-07-10,186549210,4029970,122907154,59612086,427000,2.16,65.88,3.28,194
2021-07-11,186919258,4037521,123197640,59684097,370048,2.16,65.91,3.28,194
2021-07-12,187355966,4045585,123499876,59810505,436708,2.16,65.92,3.28,194
2021-07-13,187876043,4053919,123783323,60038801,520077,2.16,65.89,3.28,194
2021-07-14,188417127,4062562,124113064,60241501,541084,2.16,65.87,3.27,194
2021-07-15,188989355,4071058,124394120,60524177,572228,2.15,65.82,3.27,194
2021-07-16,189587816,4079824,124784825,60723167,598461,2.15,65.82,3.27,194
2021-07-17,190061607,4086915,125065614,60909078,473791,2.15,65.8,3.27,194
2021-07-18,190491809,4093979,125382097,61015733,430202,2.15,65.82,3.27,194
2021-07-19,190987526,4101057,125688818,61197651,495717,2.15,65.81,3.26,194
2021-07-20,191518658,4121813,126008998,61387847,531132,2.15,65.79,3.27,194
2021-07-21,192077250,4130505,126315581,61631164,558592,2.15,65.76,3.27,194
2021-07-22,192641702,4139305,126671709,61830688,564452,2.15,65.76,3.27,194
2021-07-23,193332369,4147054,126918099,62267216,690667,2.15,65.65,3.27,194
2021-07-24,193804220,4156307,127435325,62212588,531227,2.14,65.75,3.26,194
2021-07-25,194247953,4163584,127762742,62321627,443733,2.14,65.77,3.26,194
2021-07-26,194788854,4171379,128063203,62554272,540901,2.14,65.74,3.26,194
2021-07-27,195398723,4181251,128409042,62808430,609869,2.14,65.72,3.26,194
2021-07-28,196042694,4191492,128745705,63105497,643971,2.14,65.67,3.26,194
2021-07-29,196695593,4202325,129094093,63399175,652899,2.14,65.63,3.26,194
2021-07-30,197426682,4211852,129401284,63813546,731089,2.13,65.54,3.25,194
2021-07-31,197935735,4220747,129705213,64009775,509053,2.13,65.53,3.25,194
2021-08-01,198415624,4227858,129994391,64193375,479889,2.13,65.52,3.25,194
2021-08-02,198994328,4236036,130277535,64480757,578704,2.13,65.47,3.25,194
2021-08-03,199631301,4246387,130582003,64802911,636973,2.13,65.41,3.25,194
2021-08-04,200306631,4256974,130899063,65150594,675330,2.13,65.35,3.25,194
2021-08-05,200995271,4267964,0,196727307,688640,2.12,0.0,inf,194
2021-08-06,201816378,4278545,0,197537833,821107,2.12,0.0,inf,194
2021-08-07,202366289,4287149,0,198079140,549911,2.12,0.0,inf,194
2021-08-08,202806132,4294615,0,198511517,439843,2.12,0.0,inf,194
2021-08-09,203462226,4303256,0,199158970,656094,2.12,0.0,inf,194
2021-08-10,204110559,4315228,0,199795331,648333,2.11,0.0,inf,194
2021-08-11,204838489,4325220,0,200513269,727930,2.11,0.0,inf,194
2021-08-12,205548848,4335882,0,201212966,710359,2.11,0.0,inf,194
2021-08-13,206354372,4346375,0,202007997,805524,2.11,0.0,inf,194
2021-08-14,206887549,4355062,0,202532487,533177,2.11,0.0,inf,194
2021-08-15,207350977,4362309,0,202988668,463428,2.1,0.0,inf,194
2021-08-16,208030311,4372141,0,203658170,679334,2.1,0.0,inf,194
2021-08-17,208712435,4382877,0,204329558,682124,2.1,0.0,inf,194
2021-08-18,209440566,4393717,0,205046849,728131,2.1,0.0,inf,194
2021-08-19,210155730,4405174,0,205750556,715164,2.1,0.0,inf,194
2021-08-20,210945523,4415654,0,206529869,789793,2.09,0.0,inf,194
2021-08-21,211484797,4424568,0,207060229,539274,2.09,0.0,inf,194
2021-08-22,211930755,4432229,0,207498526,445958,2.09,0.0,inf,195
2021-08-23,212635943,4442267,0,208193676,705188,2.09,0.0,inf,195
2021-08-24,213322327,4453337,0,208868990,686384,2.09,0.0,inf,195
2021-08-25,214052682,4464695,0,209587987,730355,2.09,0.0,inf,195
2021-08-26,214788228,4476354,0,210311874,735546,2.08,0.0,inf,195
2021-08-27,215533078,4486601,0,211046477,744850,2.08,0.0,inf,195
2021-08-28,216079516,4495037,0,211584479,546438,2.08,0.0,inf,195
2021-08-29,216525908,4501787,0,212024121,446392,2.08,0.0,inf,195
2021-08-30,217213119,4511302,0,212701817,687211,2.08,0.0,inf,195
2021-08-31,217831709,4520344,0,213311365,618590,2.08,0.0,inf,195
2021-09-01,218558505,4532828,0,214025677,726796,2.07,0.0,inf,195
2021-09-02,219236236,4544036,0,214692200,679438,2.07,0.0,inf,195
2021-09-03,219953270,4554687,0,215398583,717034,2.07,0.0,inf,195
2021-09-04,220442048,4562429,0,215879619,488778,2.07,0.0,inf,195
2021-09-05,220868802,4568918,0,216299884,427804,2.07,0.0,inf,195
2021-09-06,221306299,4576852,0,216729447,437510,2.07,0.0,inf,195
2021-09-07,222042526,4587315,0,217455211,736227,2.07,0.0,inf,195
2021-09-08,222672549,4597310,0,218075239,630023,2.06,0.0,inf,195
2021-09-09,223309111,4608037,0,218701074,636562,2.06,0.0,inf,195
2021-09-10,223941843,4617131,0,219324712,632732,2.06,0.0,inf,195
2021-09-11,224393025,4625426,0,219767599,451182,2.06,0.0,inf,195
2021-09-12,224756910,4630922,0,220125988,363885,2.06,0.0,inf,195
2021-09-13,225366201,4639957,0,220726244,609291,2.06,0.0,inf,195
2021-09-14,225915368,4649740,0,221265628,549167,2.06,0.0,inf,195
2021-09-15,226478640,4660098,0,221818542,564448,2.06,0.0,inf,195
2021-09-16,227056250,4670529,0,222385721,577610,2.06,0.0,inf,195
2021-09-17,227649349,4679137,0,222970212,593099,2.06,0.0,inf,195
2021-09-18,228182335,4685838,0,223496497,532986,2.05,0.0,inf,195
2021-09-19,228540883,4691849,0,223849034,358548,2.05,0.0,inf,195
2021-09-20,229081278,4700003,0,224381275,540395,2.05,0.0,inf,195
